Name,Membership,Location,Reputation,Reached,Answers,Questions,Gold Badges,Silver Badges,Bronze Badges,Tags,Profile Link
shyju,"15 years, 7 months",,"217,354",29.2m,"4,007",318,,,,"asp.net-mvc 5,627,c# 5,316,jquery 2,006,javascript 1,761,razor 1,745,asp.net-mvc-3 1,646,",https://stackoverflow.com/users/40521/shyju
dogbert,"14 years, 3 months","Dehradun, Uttarakhand, India","218,211",14.8m,"2,512",80,41,412,410,"elixir 6,839,phoenix-framework 2,296,javascript 2,118,jquery 2,100,ruby 1,891,ruby-on-rails 1,207,",https://stackoverflow.com/users/320615/dogbert
joseph silber,"13 years, 10 months",,"218,429",23.5m,"1,975",25,59,365,293,"javascript 6,500,jquery 5,934,laravel 4,982,php 4,523,css 2,682,html 2,319,",https://stackoverflow.com/users/825568/joseph-silber
salvador dali,"12 years, 7 months",California,"220,309",70.8m,"1,234",381,,,,"python 4,877,tensorflow 3,426,algorithm 1,982,javascript 1,968,mongodb 1,656,go 1,465,",https://stackoverflow.com/users/1090562/salvador-dali
dbush,"11 years, 10 months",New Jersey,"217,409",7.6m,"5,929",15,,,,"c 16,740,pointers 2,131,c++ 2,050,arrays 1,506,struct 1,030,function 816,",https://stackoverflow.com/users/1687119/dbush
john conde,"14 years, 6 months","New Jersey, USA","218,867",29.7m,"4,435",19,,,,"php 13,975,mysql 3,669,html 3,086,date 3,018,datetime 2,275,sql 1,752,",https://stackoverflow.com/users/250259/john-conde
sajeetharan,"11 years, 9 months","Colombo, Sri Lanka","220,830",29.5m,"6,702",209,,,,"angular 8,478,typescript 3,416,javascript 2,804,c# 2,640,angularjs 2,295,azure 1,830,",https://stackoverflow.com/users/1749403/sajeetharan
chris johnsen,"14 years, 9 months","McKinney, TX","221,265",17.2m,351,0,26,212,187,"git 16,858,tmux 2,781,bash 1,160,shell 958,version-control 609,vim 449,",https://stackoverflow.com/users/193688/chris-johnsen
lukas eder,"13 years, 7 months","St. Gallen, Schweiz","217,994",27.3m,"3,493",257,,,,"java 11,199,sql 5,237,jooq 4,371,oracle 1,263,postgresql 1,211,mysql 1,141,",https://stackoverflow.com/users/521799/lukas-eder
nosklo,"15 years, 10 months",Brazil,"221,104",34.7m,"1,208",12,,,,"python 20,931,regex 1,265,list 972,dictionary 751,sqlalchemy 600,string 439,",https://stackoverflow.com/users/17160/nosklo
divakar,"10 years, 5 months",India,"220,851",12.1m,"5,096",7,,,,"numpy 12,697,python 12,330,arrays 4,884,matlab 3,541,vectorization 2,878,matrix 2,144,",https://stackoverflow.com/users/3293881/divakar
siride,14 years,,"206,316",7.0m,294,18,5,41,63,"git 19,747,c# 433,.net 91,sql 84,mysql 83,generics 46,",https://stackoverflow.com/users/394487/siride
gmb,"5 years, 7 months",France,"220,406",7.3m,"12,069",0,,,,"sql 13,213,mysql 4,743,sql-server 2,915,postgresql 2,601,oracle 1,682,t-sql 1,522,",https://stackoverflow.com/users/10676716/gmb
c k young,"15 years, 11 months","Raleigh, NC, USA","221,835",25.9m,"2,119",10,,,,"java 5,514,c++ 2,764,ruby 1,905,scheme 1,564,c 1,355,racket 811,",https://stackoverflow.com/users/13/c-k-young
oleg,"14 years, 3 months","Wachtberg, Germany","221,729",25.9m,"5,526",6,,,,"jqgrid 11,615,jquery 6,733,javascript 2,917,c# 1,008,json 918,asp.net-mvc 787,",https://stackoverflow.com/users/315935/oleg
ben bolker,"14 years, 9 months","Hamilton, Canada","221,511",16.1m,"4,339",67,,,,"r 17,752,ggplot2 1,749,lme4 1,333,plot 1,235,dataframe 924,mixed-models 693,",https://stackoverflow.com/users/190277/ben-bolker
andrew clark,"13 years, 8 months","San Jose, CA","206,439",33.5m,"1,961",9,35,280,309,"python 16,735,string 4,206,regex 3,250,list 2,994,python-2.7 1,281,dictionary 835,",https://stackoverflow.com/users/505154/andrew-clark
j08691,"13 years, 5 months",New Jersey,"206,639",22.0m,"5,202",8,,,,"html 9,237,css 7,821,jquery 5,601,javascript 4,676,jquery-ui 700,php 422,",https://stackoverflow.com/users/616443/j08691
pentium10,"14 years, 6 months","Transylvania, Romania","206,855",21.3m,"1,649",461,,,,"android 6,426,java 1,780,google-bigquery 1,543,php 505,mysql 503,sqlite 432,",https://stackoverflow.com/users/243782/pentium10
james d,"11 years, 3 months",,"206,543",13.4m,"4,620",4,16,304,335,"javafx 13,415,java 10,021,javafx-8 3,079,javafx-2 1,594,fxml 1,535,tableview 1,165,",https://stackoverflow.com/users/2189127/james-d
r sahu,"13 years, 10 months","Albuquerque, NM","205,928",13.4m,"7,427",55,,,,"c++ 12,320,c 3,888,c++11 1,898,pointers 1,802,arrays 1,250,templates 880,",https://stackoverflow.com/users/434551/r-sahu
ryan lundy,"15 years, 10 months","Haltingen, Weil am Rhein, Germany","208,224",33.9m,300,108,,,,"git 14,728,c# 1,677,.net 884,linq 294,visual-studio-2008 230,visual-studio 96,",https://stackoverflow.com/users/5486/ryan-lundy
david rodr%c3%adguez dribeas,"15 years, 8 months","Madrid, Spain","207,287",21.5m,"2,910",5,,,,"c++ 16,825,c 2,740,c++11 2,502,templates 2,214,stl 1,241,pointers 653,",https://stackoverflow.com/users/36565/david-rodr%c3%adguez-dribeas
user541686,"13 years, 7 months",,"208,422",18.2m,"1,290",915,132,548,912,"c# 4,376,.net 2,572,c++ 1,827,c 1,013,windows 655,java 583,",https://stackoverflow.com/users/541686/user541686
epascarello,"15 years, 10 months",Maryland,"206,775",22.7m,"6,825",3,,,,"javascript 15,421,jquery 5,076,html 3,962,css 935,ajax 862,json 709,",https://stackoverflow.com/users/14104/epascarello
paul samsotha,11 years,"New York, NY, United States","207,594",19.9m,"3,598",45,,,,"java 9,534,angular 5,308,jersey 4,426,jax-rs 3,652,rest 3,050,swing 2,612,",https://stackoverflow.com/users/2587435/paul-samsotha
employed russian,"15 years, 6 months",,"208,703",20.4m,"4,702",2,36,312,375,"gdb 6,417,linux 6,380,c 3,926,c++ 2,969,gcc 2,611,shared-libraries 2,083,",https://stackoverflow.com/users/50617/employed-russian
lundin,"13 years, 5 months","Stockholm, Sverige","207,515",20.0m,"5,775",60,,,,"c 16,761,c++ 2,583,pointers 1,943,gcc 1,901,arrays 1,872,embedded 1,419,",https://stackoverflow.com/users/584518/lundin
leora,"15 years, 10 months","New York, NY","194,103",36.8m,91,"1,814",365,897,"1,375","c# 115,jquery 49,html 16,asp.net-mvc 11,javascript 9,jqgrid 4,",https://stackoverflow.com/users/4653/leora
gabriele petrioli,15 years,"Athens, Greece","194,800",25.7m,"4,479",8,,,,"javascript 6,675,jquery 5,868,html 4,505,css 4,425,reactjs 935,ajax 502,",https://stackoverflow.com/users/128165/gabriele-petrioli
romainl,"13 years, 7 months","Paris, France","193,339",11.0m,"3,397",1,,,,"vim 16,286,vi 1,376,macos 883,macvim 853,vim-plugin 556,regex 347,",https://stackoverflow.com/users/546861/romainl
mark b,"15 years, 10 months","Knoxville, TN","195,513",15.2m,"3,619",10,,,,"amazon-web-services 7,701,android 6,787,aws-lambda 2,381,amazon-s3 2,029,amazon-ec2 1,248,java 1,014,",https://stackoverflow.com/users/13070/mark-b
louis wasserman,"12 years, 11 months","Sunnyvale, CA","195,648",13.7m,"3,148",25,,,,"java 16,234,guava 2,261,java-8 2,147,java-stream 1,691,collections 1,164,generics 1,083,",https://stackoverflow.com/users/869736/louis-wasserman
freewind,"14 years, 2 months",,"196,888",10.6m,74,"1,134",,,,"javascript 79,playframework-2.0 75,sbt 65,java 34,scala 33,android 24,",https://stackoverflow.com/users/342235/freewind
jason baker,"15 years, 11 months","San Francisco, CA","196,475",44.6m,468,315,,,,"python 7,003,c# 428,c++ 158,unit-testing 139,django 138,sql 103,",https://stackoverflow.com/users/2147/jason-baker
tanaike,"7 years, 8 months",Japan,"196,054",7.7m,"6,720",0,,,,"google-apps-script 7,875,google-sheets 5,455,javascript 2,404,google-drive-api 1,980,google-sheets-api 1,588,python 1,228,",https://stackoverflow.com/users/7108653/tanaike
hakre,"14 years, 1 month",United Federation of Planets,"195,910",25.2m,"4,792",66,,,,"php 14,840,arrays 1,309,xml 1,271,html 700,mysql 676,regex 549,",https://stackoverflow.com/users/367456/hakre
amadan,"14 years, 6 months",,"196,339",14.0m,"5,055",60,,,,"javascript 4,705,ruby 2,611,python 2,216,arrays 1,211,regex 1,139,jquery 1,065,",https://stackoverflow.com/users/240443/amadan
oscarryz,"15 years, 9 months",,"198,017",49.9m,"1,713",287,,,,"java 10,451,ruby 652,swing 560,c# 467,string 439,python 323,",https://stackoverflow.com/users/20654/oscarryz
ianhanniballake,"11 years, 10 months","Sunnyvale, CA, United States","197,167",9.8m,"2,583",8,,,,"android 16,336,kotlin 1,774,android-fragments 1,525,android-architecture-navigation 1,469,java 1,187,android-studio 1,130,",https://stackoverflow.com/users/1676363/ianhanniballake
martin prikryl,13 years,"Prague, Czechia","198,038",23.6m,"5,238",60,,,,"inno-setup 4,252,sftp 3,342,ftp 3,322,ssh 3,160,python 2,108,c# 1,887,",https://stackoverflow.com/users/850848/martin-prikryl
ansgar wiechers,"12 years, 2 months",,"197,792",29.4m,"5,693",0,,,,"powershell 10,283,vbscript 2,606,windows 1,317,cmd 1,270,batch-file 989,powershell-2.0 618,",https://stackoverflow.com/users/1630171/ansgar-wiechers
marko topolnik,"12 years, 7 months","Zagreb, Croatia","198,944",17.1m,"3,364",60,,,,"java 14,809,kotlin 2,881,kotlin-coroutines 2,146,java-8 1,794,multithreading 1,216,android 957,",https://stackoverflow.com/users/1103872/marko-topolnik
kent,"14 years, 10 months","Hamburg, Germany","193,244",22.6m,"4,597",29,,,,"bash 4,331,sed 4,254,vim 4,190,awk 4,017,linux 3,538,shell 2,467,",https://stackoverflow.com/users/164835/kent
david schwartz,"13 years, 2 months","San Francisco Bay Area, CA, USA","181,824",14.1m,"4,979",17,,,,"c++ 6,777,c 3,591,multithreading 2,204,linux 980,sockets 878,java 767,",https://stackoverflow.com/users/721269/david-schwartz
marcelo cantos,"15 years, 10 months",Australia,"184,218",27.0m,"2,480",29,,,,"python 3,847,c++ 3,286,sql 1,497,c# 1,216,c 1,054,javascript 606,",https://stackoverflow.com/users/9990/marcelo-cantos
kindall,"13 years, 11 months","Downingtown, PA","182,478",30.1m,"2,309",8,,,,"python 16,249,python-2.7 1,329,python-3.x 979,list 860,function 845,dictionary 717,",https://stackoverflow.com/users/416467/kindall
gilles qu%c3%a9not,"13 years, 9 months",World Citizen,"181,868",21.5m,"3,102",48,,,,"bash 7,991,shell 6,548,linux 4,163,unix 3,025,sed 1,555,awk 1,098,",https://stackoverflow.com/users/465183/gilles-qu%c3%a9not
daniel fischer,"12 years, 8 months",,"183,203",10.6m,"2,125",3,,,,"c++ 5,906,haskell 5,899,java 5,548,c 4,270,algorithm 1,144,ghc 618,",https://stackoverflow.com/users/1011995/daniel-fischer
lily ballard,"15 years, 11 months","San Leandro, California, United States","184,709",13.9m,"1,487",7,,,,"git 5,168,objective-c 4,732,ios 3,955,iphone 2,650,cocoa-touch 1,031,cocoa 945,",https://stackoverflow.com/users/582/lily-ballard
%c5%a0ime vidas,"13 years, 11 months","Zagreb, Croatia","184,727",26.1m,"1,261",190,63,283,390,"javascript 8,263,html 4,996,jquery 3,751,css 2,690,arrays 1,709,dom 1,404,",https://stackoverflow.com/users/425275/%c5%a0ime-vidas
tripleee,"12 years, 11 months",,"185,118",39.4m,"6,886",12,,,,"bash 6,582,python 3,408,linux 3,048,shell 2,901,unix 1,753,regex 1,391,",https://stackoverflow.com/users/874188/tripleee
alex wayne,"15 years, 5 months","Hillsboro, OR, United States","184,969",12.0m,"2,659",138,,,,"javascript 4,364,typescript 2,656,ruby 1,706,reactjs 1,101,jquery 889,iphone 879,",https://stackoverflow.com/users/62076/alex-wayne
miku,"15 years, 3 months",Germany,"185,860",35.3m,"1,332",43,,,,"python 6,872,php 1,475,django 1,298,ruby 1,009,java 877,regex 511,",https://stackoverflow.com/users/89391/miku
meder omuraliev,"14 years, 11 months",Maryland,"185,536",43.3m,"1,673",394,,,,"javascript 6,842,html 3,495,jquery 3,459,css 3,130,php 1,152,dom 356,",https://stackoverflow.com/users/145190/meder-omuraliev
alex riley,"9 years, 11 months",United Kingdom,"174,652",17.5m,675,3,46,270,244,"python 16,285,pandas 9,852,dataframe 9,398,numpy 4,965,arrays 3,606,string 1,012,",https://stackoverflow.com/users/3923281/alex-riley
dmitry bychenko,"11 years, 2 months","Ireland, Galway","185,236",11.5m,"5,782",0,,,,"c# 13,331,string 1,870,.net 1,625,linq 1,350,algorithm 1,064,regex 1,057,",https://stackoverflow.com/users/2319407/dmitry-bychenko
flyswat,"15 years, 11 months",,"174,714",29.4m,610,147,75,247,313,"c# 6,506,javascript 832,.net 629,asp.net 527,html 192,java 172,",https://stackoverflow.com/users/1965/flyswat
adam robinson,"15 years, 3 months","Charlotte, NC","184,639",21.9m,"1,789",43,,,,"c# 10,263,.net 4,397,sql-server 2,039,sql 1,978,linq 1,573,vb.net 743,",https://stackoverflow.com/users/82187/adam-robinson
agf,"13 years, 8 months",United States,"175,066",27.1m,964,1,,,,"python 16,710,list 2,447,python-3.x 1,891,django 1,308,string 1,287,dictionary 981,",https://stackoverflow.com/users/500584/agf
dirk vollmar,"15 years, 7 months",Europe,"175,031",17.4m,"1,427",20,,,,"c# 6,081,ms-office 3,877,ms-word 3,611,.net 3,558,excel 3,490,vba 832,",https://stackoverflow.com/users/40347/dirk-vollmar
paige ruten,"15 years, 11 months",Canada,"175,303",24.0m,483,28,36,180,198,"c++ 4,724,c 4,656,php 2,167,html 1,919,ruby 1,607,arrays 930,",https://stackoverflow.com/users/813/paige-ruten
josh lee,"15 years, 10 months","Pittsburgh, PA","175,659",21.7m,840,4,,,,"git 6,263,python 2,558,javascript 2,367,html 2,200,ruby 1,085,google-chrome 1,046,",https://stackoverflow.com/users/19750/josh-lee
simone carletti,"15 years, 1 month","Rome, Italy","175,299",9.5m,"2,059",25,,,,"ruby-on-rails 9,109,ruby 8,161,ruby-on-rails-3 1,378,git 1,049,activerecord 1,029,ruby-on-rails-4 996,",https://stackoverflow.com/users/123527/simone-carletti
mplungjan,"14 years, 4 months",Netherlands,"174,508",22.2m,"8,378",101,,,,"javascript 9,692,html 3,677,jquery 3,324,css 942,arrays 513,php 465,",https://stackoverflow.com/users/295783/mplungjan
nneonneo,"12 years, 5 months","Vancouver, BC, Canada","176,052",17.8m,"2,343",57,,,,"python 6,442,c 4,115,c++ 1,226,string 1,110,java 833,python-3.x 761,",https://stackoverflow.com/users/1204143/nneonneo
michael sqlbot,"11 years, 9 months","Cincinnati, OH","176,017",12.3m,"2,742",0,,,,"amazon-web-services 10,383,amazon-s3 5,155,amazon-cloudfront 2,448,amazon-ec2 2,038,mysql 1,674,aws-lambda 991,",https://stackoverflow.com/users/1695906/michael-sqlbot
joshua ulrich,"14 years, 5 months","St Louis, MO","175,793",22.3m,"1,773",7,,,,"r 15,003,dataframe 2,244,xts 1,317,time-series 499,quantmod 463,zoo 424,",https://stackoverflow.com/users/271616/joshua-ulrich
pranay rana,"14 years, 6 months","Pune--Vadodara--Ahemdabad--Mumbai, India","176,340",31.1m,"2,705",25,,,,"c# 5,790,.net 1,942,javascript 1,791,asp.net 1,707,jquery 1,689,sql 1,606,",https://stackoverflow.com/users/314488/pranay-rana
slauma,"14 years, 5 months",,"176,428",11.5m,"1,475",100,59,404,422,"entity-framework 12,012,c# 8,330,entity-framework-4.1 3,843,ef-code-first 3,647,entity-framework-4 3,490,.net 1,745,",https://stackoverflow.com/users/270591/slauma
nathanoliver,"9 years, 7 months",Chicago Land Area,"176,488",4.8m,"3,324",4,,,,"c++ 15,970,c++11 2,357,templates 1,367,c++17 1,338,vector 788,stl 545,",https://stackoverflow.com/users/4342498/nathanoliver
rgettman,"11 years, 9 months","Irvine, CA","177,565",13.1m,"3,375",2,,,,"java 15,828,generics 1,380,arrays 980,apache-poi 845,arraylist 645,string 548,",https://stackoverflow.com/users/1707091/rgettman
kent boogaart,"15 years, 10 months",Australia,"177,706",14.0m,"1,634",109,37,397,395,"wpf 9,658,c# 6,765,.net 2,885,xaml 2,456,mvvm 1,340,binding 971,",https://stackoverflow.com/users/5380/kent-boogaart
andrew thompson,"13 years, 11 months","Sydney, Australia","168,548",21.0m,"4,628",47,,,,"java 13,562,swing 8,637,applet 1,501,jframe 1,182,awt 1,129,layout-manager 1,076,",https://stackoverflow.com/users/418556/andrew-thompson
amit,"13 years, 6 months",Israel,"177,613",14.8m,"2,761",25,,,,"algorithm 7,972,java 4,302,data-structures 1,166,time-complexity 920,c++ 906,arrays 883,",https://stackoverflow.com/users/572670/amit
msalters,"15 years, 10 months","Amersfoort, Netherlands","177,679",19.5m,"6,094",65,,,,"c++ 10,800,c 1,676,windows 1,004,c++11 731,winapi 613,templates 563,",https://stackoverflow.com/users/15416/msalters
bart kiers,"15 years, 6 months","Rotterdam, The Netherlands","168,849",22.7m,"2,581",14,,,,"java 6,604,regex 4,313,antlr 4,231,antlr4 2,392,parsing 1,673,antlr3 1,583,",https://stackoverflow.com/users/50476/bart-kiers
misha moroshko,"14 years, 6 months","Melbourne VIC, Australia","169,785",19.0m,47,782,,,,"css 242,html 240,mysql 141,ruby-on-rails 126,ruby-on-rails-3 124,angularjs 31,",https://stackoverflow.com/users/247243/misha-moroshko
sharptooth,"15 years, 5 months",,"169,373",18.7m,"1,892","1,060",105,530,998,"c++ 5,659,c 1,620,com 731,memory-management 621,c# 431,visual-c++ 377,",https://stackoverflow.com/users/57428/sharptooth
mathias r jessen,"13 years, 3 months",Netherlands,"169,681",11.6m,"4,572",9,,,,"powershell 11,972,windows 736,c# 658,powershell-3.0 573,arrays 406,csv 298,",https://stackoverflow.com/users/712649/mathias-r-jessen
jonathan wakely,"12 years, 9 months","London, United Kingdom","169,815",11.2m,"2,183",3,,,,"c++ 13,323,c++11 6,707,gcc 2,300,multithreading 1,060,templates 939,g++ 814,",https://stackoverflow.com/users/981959/jonathan-wakely
angew is no longer proud of so,"11 years, 8 months","Prague, Czech Republic","170,134",9.4m,"2,579",35,,,,"c++ 14,135,c++11 3,624,cmake 2,369,c 1,650,templates 1,258,language-lawyer 690,",https://stackoverflow.com/users/1782465/angew-is-no-longer-proud-of-so
darcy rittich,"15 years, 8 months","Toronto, Canada","170,171",39.1m,"2,324",30,41,295,285,"sql 6,842,mysql 3,624,sql-server 2,966,c# 2,403,sql-server-2008 1,018,t-sql 910,",https://stackoverflow.com/users/39430/darcy-rittich
alexey romanov,"15 years, 10 months","Moscow, Russia","169,571",10.3m,"3,641",506,,,,"scala 5,851,kotlin 1,933,java 1,446,haskell 891,erlang 636,functional-programming 508,",https://stackoverflow.com/users/9204/alexey-romanov
brad larson,"15 years, 10 months",♦,"170,229",9.9m,"1,612",14,,,,"iphone 8,216,ios 7,684,objective-c 3,783,cocoa-touch 3,452,opengl-es 1,851,core-animation 1,541,",https://stackoverflow.com/users/19679/brad-larson
allan cameron,"4 years, 7 months",UK,"168,822",2.4m,"5,758",0,,,,"r 10,811,ggplot2 4,296,dplyr 907,dataframe 633,plot 589,tidyverse 414,",https://stackoverflow.com/users/12500315/allan-cameron
tim yates,"15 years, 10 months","Manchester, United Kingdom","169,951",15.8m,"2,802",0,,,,"groovy 12,813,java 1,784,string 1,657,grails 1,352,gradle 828,xml 491,",https://stackoverflow.com/users/6509/tim-yates
vladimir,15 years,"Minsk, Belarus","170,729",10.5m,"1,539",10,,,,"iphone 7,757,objective-c 7,587,ios 6,030,cocoa-touch 2,876,uitableview 1,528,xcode 1,134,",https://stackoverflow.com/users/137350/vladimir
philippe leybaert,"15 years, 1 month","Austin, TX","170,672",23.8m,834,36,,,,"javascript 7,175,c# 3,467,jquery 1,784,.net 1,630,objective-c 829,iphone 579,",https://stackoverflow.com/users/113570/philippe-leybaert
usr,"15 years, 1 month",Germany,"170,349",11.3m,"4,468",109,,,,"c# 8,144,.net 3,010,sql-server 1,625,multithreading 1,310,sql 1,137,performance 1,114,",https://stackoverflow.com/users/122718/usr
